Time,bean_temp,gas_setting
0,213.2,20
1,212.9,20
2,211.1,20
3,200.7,20
4,189.9,20
5,179.9,20
6,167.9,20
7,158.3,20
8,151.4,20
9,141.9,20
10,134.4,20
11,128.5,20
12,122.3,20
13,116.1,20
14,111.4,20
15,106.8,20
16,101.9,20
17,98.9,20
18,95.0,20
19,91.2,20
20,88.6,20
21,86.0,20
22,83.4,20
23,81.2,20
24,79.6,20
25,77.5,20
26,75.9,20
27,74.8,95
28,73.4,95
29,72.3,95
30,71.4,95
31,70.6,95
32,69.9,95
33,69.3,95
34,68.9,95
35,68.4,95
36,68.2,95
37,68.1,95
38,67.9,95
39,68.0,95
40,68.1,95
41,68.2,95
42,68.4,95
43,68.6,95
44,68.7,95
45,69.0,95
46,69.3,95
47,69.7,95
48,70.2,95
49,70.6,95
50,71.1,95
51,71.7,95
52,72.2,95
53,72.6,95
54,73.2,95
55,73.8,95
56,74.3,95
57,74.9,95
58,75.5,95
59,75.9,95
60,76.6,95
61,77.2,95
62,77.7,95
63,78.2,95
64,78.9,95
65,79.5,95
66,80.0,95
67,80.8,95
68,81.4,95
69,81.9,95
70,82.7,95
71,83.4,95
72,83.9,95
73,84.6,95
74,85.2,95
75,85.6,95
76,86.3,95
77,86.9,95
78,87.6,95
79,88.3,95
80,89.0,95
81,89.6,95
82,90.2,95
83,90.9,95
84,91.6,95
85,92.1,95
86,92.8,95
87,93.4,95
88,94.0,95
89,94.6,95
90,95.2,95
91,95.7,95
92,96.3,95
93,96.9,95
94,97.5,95
95,98.0,95
96,98.7,95
97,99.2,95
98,99.7,95
99,100.4,95
100,101.1,95
101,101.7,95
102,102.2,95
103,102.9,95
104,103.3,95
105,103.9,95
106,104.6,95
107,105.2,95
108,105.7,95
109,106.4,95
110,106.9,95
111,107.4,95
112,108.0,95
113,108.5,95
114,108.9,95
115,109.6,95
116,110.1,95
117,110.6,95
118,111.2,95
119,111.8,95
120,112.4,95
121,112.8,95
122,113.4,95
123,113.9,95
124,114.3,95
125,115.0,95
126,115.6,95
127,116.0,95
128,116.6,95
129,117.1,95
130,117.4,95
131,118.0,95
132,118.6,95
133,118.9,95
134,119.6,95
135,120.1,95
136,120.5,95
137,120.9,95
138,121.5,95
139,121.9,95
140,122.4,95
141,122.9,95
142,123.4,95
143,123.8,95
144,124.3,95
145,124.8,95
146,125.2,95
147,125.7,95
148,126.1,95
149,126.5,95
150,126.9,95
151,127.4,95
152,127.8,95
153,128.3,95
154,128.8,95
155,129.3,95
156,129.7,95
157,130.2,95
158,130.7,95
159,131.1,95
160,131.6,95
161,132.0,95
162,132.3,95
163,132.9,95
164,133.3,95
165,133.7,95
166,134.2,95
167,134.7,95
168,135.1,95
169,135.4,95
170,135.9,95
171,136.3,95
172,136.6,95
173,137.1,95
174,137.6,95
175,137.9,95
176,138.3,95
177,138.8,95
178,139.2,95
179,139.6,95
180,140.0,95
181,140.4,95
182,140.7,95
183,141.2,95
184,141.6,95
185,141.8,95
186,142.3,95
187,142.7,95
188,142.9,95
189,143.3,95
190,143.7,95
191,143.9,95
192,144.4,95
193,144.8,95
194,145.1,95
195,145.5,95
196,145.9,95
197,146.2,95
198,146.5,95
199,146.9,95
200,147.2,95
201,147.4,95
202,147.9,95
203,148.2,95
204,148.5,95
205,148.9,95
206,149.3,95
207,149.6,95
208,149.8,95
209,150.2,95
210,150.5,95
211,150.8,95
212,151.2,95
213,151.6,95
214,151.8,95
215,152.2,90
216,152.6,90
217,152.8,90
218,153.2,90
219,153.5,85
220,153.7,85
221,154.1,85
222,154.5,85
223,154.7,85
224,155.1,85
225,155.4,85
226,155.6,85
227,155.9,85
228,156.2,85
229,156.4,85
230,156.7,85
231,157.0,85
232,157.3,85
233,157.4,85
234,157.8,85
235,158.1,85
236,158.3,85
237,158.7,85
238,159.0,85
239,159.2,85
240,159.4,80
241,159.8,80
242,160.0,80
243,160.2,80
244,160.6,80
245,160.8,80
246,161.1,80
247,161.3,80
248,161.6,80
249,161.8,80
250,162.1,80
251,162.3,80
252,162.6,80
253,162.8,80
254,163.1,80
255,163.3,80
256,163.5,80
257,163.8,80
258,164.0,80
259,164.2,80
260,164.5,80
261,164.7,80
262,164.9,80
263,165.2,80
264,165.4,80
265,165.7,80
266,165.9,80
267,166.2,80
268,166.4,80
269,166.6,80
270,166.8,80
271,167.1,80
272,167.2,80
273,167.5,80
274,167.7,80
275,167.9,80
276,168.2,80
277,168.4,80
278,168.6,80
279,168.8,80
280,169.1,80
281,169.3,80
282,169.6,80
283,169.8,80
284,169.9,80
285,170.1,80
286,170.4,80
287,170.6,80
288,170.8,80
289,171.1,80
290,171.3,80
291,171.4,80
292,171.7,80
293,171.9,80
294,172.1,80
295,172.3,80
296,172.5,80
297,172.7,80
298,172.9,80
299,173.2,80
300,173.4,80
301,173.6,80
302,173.9,80
303,174.1,80
304,174.3,80
305,174.6,80
306,174.8,80
307,174.9,80
308,175.2,80
309,175.4,80
310,175.6,80
311,175.8,80
312,176.1,80
313,176.2,80
314,176.4,80
315,176.6,80
316,176.8,80
317,177.0,80
318,177.2,80
319,177.3,80
320,177.6,80
321,177.8,80
322,178.0,80
323,178.1,75
324,178.3,75
325,178.6,75
326,178.7,75
327,178.9,75
328,179.2,75
329,179.3,75
330,179.5,75
331,179.7,75
332,179.9,75
333,180.1,75
334,180.3,75
335,180.5,75
336,180.7,75
337,180.9,75
338,181.1,75
339,181.3,70
340,181.5,70
341,181.7,70
342,181.8,70
343,182.0,70
344,182.2,70
345,182.3,70
346,182.6,70
347,182.7,70
348,182.9,70
349,183.0,70
350,183.2,70
351,183.4,70
352,183.6,70
353,183.8,70
354,183.9,70
355,184.1,70
356,184.3,70
357,184.4,70
358,184.6,70
359,184.7,70
360,184.9,70
361,185.1,70
362,185.3,70
363,185.4,70
364,185.6,70
365,185.7,70
366,185.9,70
367,186.1,70
368,186.2,70
369,186.4,70
370,186.7,70
371,186.8,70
372,187.0,70
373,187.2,70
374,187.3,70
375,187.4,70
376,187.6,70
377,187.8,70
378,187.9,70
379,188.1,70
380,188.3,70
381,188.4,70
382,188.6,70
383,188.8,65
384,188.9,65
385,189.1,65
386,189.3,65
387,189.4,65
388,189.6,65
389,189.8,65
390,189.9,65
391,190.1,65
392,190.2,65
393,190.3,60
394,190.4,60
395,190.6,60
396,190.8,60
397,190.9,60
398,191.1,60
399,191.2,60
400,191.3,60
401,191.6,60
402,191.7,60
403,191.8,60
404,192.1,60
405,192.2,60
406,192.3,60
407,192.4,60
408,192.6,60
409,192.7,60
410,192.8,60
411,193.0,60
412,193.1,60
413,193.2,60
414,193.4,60
415,193.5,60
416,193.6,60
417,193.7,60
418,193.9,60
419,194.0,60
420,194.1,60
421,194.3,60
422,194.4,60
423,194.6,60
424,194.7,60
425,194.8,60
426,194.9,60
427,195.1,60
428,195.2,60
429,195.3,60
430,195.4,60
431,195.6,60
432,195.8,60
433,195.9,60
434,196.1,60
435,196.2,60
436,196.3,60
437,196.5,60
438,196.6,60
439,196.7,60
440,196.9,60
441,197.0,60
442,197.1,60
443,197.3,60
444,197.4,60
445,197.6,50
446,197.7,50
447,197.8,50
448,197.9,50
449,198.1,50
450,198.3,40
451,198.4,40
452,198.6,40
453,198.7,40
454,198.8,40
455,198.9,40
456,199.1,40
457,199.2,40
458,199.3,40
459,199.4,40
460,199.5,40
461,199.6,40
462,199.7,40
463,199.8,40
464,199.9,40
465,200.0,40
466,200.1,40
467,200.2,40
468,200.2,40
469,200.3,40
470,200.4,40
471,200.5,40
472,200.6,40
473,200.7,40
474,200.8,40
475,200.9,40
476,201.0,40
477,201.1,40
478,201.2,40
479,201.3,40
480,201.4,40
481,201.5,40
482,201.6,40
483,201.7,40
484,201.8,40
485,201.9,40
486,202.0,40
487,202.1,40
488,202.2,40
489,202.3,40
490,202.3,40
491,202.4,40
492,202.6,40
493,202.6,40
494,202.7,40
495,202.8,40
496,202.9,40
497,203.1,40
498,203.1,40
499,203.2,40
500,203.3,40
501,203.4,40
502,203.5,40
503,203.6,40
504,203.7,40
505,203.8,30
506,203.9,30
507,204.0,30
508,204.2,30
509,204.3,30
510,204.3,30
511,204.5,30
512,204.6,30
513,204.7,30
514,204.7,30
515,204.8,30
516,204.9,30
517,205.0,30
518,205.1,30
519,205.2,30
520,205.3,30
521,205.3,30
522,205.4,30
523,205.5,25
524,205.6,25
525,205.7,25
526,205.7,25
527,205.8,25
528,205.9,25
529,205.9,25
530,206.0,25
531,206.1,25
532,206.2,25
533,206.2,25
534,206.3,25
535,206.3,25
536,206.4,25
537,206.4,25
538,206.5,25
539,206.6,25
540,206.6,25
541,206.7,25
542,206.8,25
543,206.8,25
544,206.9,25
545,206.9,25
546,206.9,25
547,207.0,25
548,207.0,25
549,207.1,25
550,207.2,25
551,207.2,25
552,207.3,25
553,207.3,25
554,207.4,25
555,207.4,25
556,207.5,25
557,207.6,25
558,207.6,25
559,207.6,25
560,207.6,25
561,207.6,25
562,207.7,25
563,207.7,25
564,207.7,25
565,207.8,25
566,207.8,25
567,207.9,25
568,207.9,25
569,208.0,25
570,208.1,25
571,208.2,25
572,208.2,25
573,208.2,20
574,208.3,20
575,208.3,20
576,208.4,20
577,208.4,20
578,208.4,20
579,208.5,20
580,208.6,20
581,208.6,20
582,208.6,20
583,208.7,20
584,208.7,20
585,208.7,20
586,208.8,20
587,208.8,20
588,208.8,20
589,208.8,20
590,208.8,20
591,208.8,20
592,208.8,20
