Time,bean_temp,gas_setting
0,207.4,20
1,205.0,20
2,197.8,20
3,185.9,20
4,175.4,20
5,166.7,20
6,155.8,20
7,147.2,20
8,140.4,20
9,132.3,20
10,126.3,20
11,120.9,20
12,114.6,20
13,109.4,20
14,105.8,20
15,100.6,20
16,96.5,20
17,93.3,20
18,90.0,20
19,86.7,20
20,84.3,20
21,82.0,20
22,79.6,20
23,77.6,20
24,76.2,20
25,74.4,20
26,73.0,95
27,71.9,95
28,70.7,95
29,69.8,95
30,69.1,95
31,68.4,95
32,67.8,95
33,67.4,95
34,67.1,95
35,66.8,95
36,66.7,95
37,66.6,95
38,66.7,95
39,66.7,95
40,66.8,95
41,67.1,95
42,67.3,95
43,67.5,95
44,67.9,95
45,68.3,95
46,68.7,95
47,69.1,95
48,69.6,95
49,70.1,95
50,70.5,95
51,71.1,95
52,71.6,95
53,72.1,95
54,72.7,95
55,73.2,95
56,73.6,95
57,74.3,95
58,74.9,95
59,75.4,95
60,76.0,95
61,76.7,95
62,77.2,95
63,77.8,95
64,78.5,95
65,79.2,95
66,79.6,95
67,80.4,95
68,80.9,95
69,81.6,95
70,82.3,95
71,83.0,95
72,83.6,95
73,84.3,95
74,84.9,95
75,85.4,95
76,86.1,95
77,86.8,95
78,87.3,95
79,87.9,95
80,88.7,95
81,89.3,95
82,89.8,95
83,90.5,95
84,91.2,95
85,91.7,95
86,92.4,95
87,93.1,95
88,93.6,95
89,94.3,95
90,94.9,95
91,95.4,95
92,95.9,95
93,96.7,95
94,97.2,95
95,97.7,95
96,98.4,95
97,98.9,95
98,99.5,95
99,100.2,95
100,100.8,95
101,101.3,95
102,101.9,95
103,102.6,95
104,103.1,95
105,103.7,95
106,104.2,95
107,104.7,95
108,105.3,95
109,105.9,95
110,106.5,95
111,107.0,95
112,107.6,95
113,108.1,95
114,108.5,95
115,109.2,95
116,109.7,95
117,110.2,95
118,110.7,95
119,111.3,95
120,111.8,95
121,112.3,95
122,112.9,95
123,113.5,95
124,113.9,95
125,114.5,95
126,114.9,95
127,115.4,95
128,116.0,95
129,116.5,95
130,116.9,95
131,117.5,95
132,118.1,95
133,118.6,95
134,119.2,95
135,119.7,95
136,120.1,95
137,120.6,95
138,121.2,95
139,121.6,95
140,122.0,95
141,122.6,95
142,123.0,95
143,123.4,95
144,124.0,95
145,124.4,95
146,124.7,95
147,125.2,95
148,125.7,95
149,126.1,95
150,126.6,95
151,127.1,95
152,127.5,95
153,127.9,95
154,128.5,95
155,128.8,95
156,129.3,95
157,129.8,95
158,130.3,95
159,130.7,95
160,131.1,95
161,131.6,95
162,131.9,95
163,132.4,85
164,132.9,85
165,133.3,85
166,133.8,85
167,134.3,85
168,134.7,85
169,135.1,85
170,135.6,85
171,135.9,85
172,136.2,85
173,136.6,85
174,137.0,85
175,137.3,85
176,137.8,85
177,138.2,85
178,138.5,85
179,138.8,85
180,139.3,85
181,139.6,85
182,139.9,85
183,140.2,85
184,140.5,85
185,140.9,85
186,141.4,85
187,141.7,85
188,142.0,85
189,142.4,85
190,142.8,85
191,143.1,85
192,143.4,85
193,143.8,85
194,144.1,85
195,144.4,85
196,144.7,85
197,144.9,85
198,145.2,85
199,145.7,85
200,145.9,85
201,146.2,85
202,146.6,85
203,146.9,85
204,147.1,85
205,147.5,85
206,147.8,85
207,148.1,85
208,148.4,85
209,148.8,85
210,149.1,85
211,149.3,85
212,149.7,85
213,149.9,85
214,150.3,85
215,150.7,85
216,150.9,85
217,151.2,85
218,151.6,85
219,151.8,85
220,152.1,85
221,152.4,85
222,152.7,85
223,152.9,85
224,153.2,80
225,153.5,80
226,153.8,80
227,154.1,80
228,154.4,80
229,154.7,80
230,154.9,80
231,155.2,80
232,155.4,80
233,155.6,80
234,155.9,80
235,156.2,80
236,156.4,80
237,156.7,80
238,156.9,80
239,157.1,80
240,157.4,80
241,157.7,80
242,157.9,80
243,158.2,80
244,158.5,80
245,158.7,80
246,158.9,80
247,159.2,80
248,159.4,80
249,159.6,80
250,159.9,80
251,160.2,80
252,160.4,80
253,160.7,80
254,161.0,80
255,161.2,80
256,161.4,80
257,161.7,80
258,161.9,80
259,162.1,80
260,162.4,80
261,162.7,80
262,162.8,80
263,163.1,80
264,163.3,80
265,163.6,80
266,163.9,80
267,164.1,80
268,164.3,80
269,164.6,80
270,164.8,80
271,165.0,80
272,165.3,80
273,165.5,80
274,165.7,80
275,165.9,80
276,166.3,80
277,166.5,80
278,166.7,80
279,166.9,80
280,167.2,80
281,167.4,80
282,167.6,80
283,167.9,80
284,168.1,80
285,168.3,80
286,168.6,80
287,168.8,80
288,169.0,80
289,169.3,80
290,169.5,80
291,169.7,80
292,169.9,80
293,170.1,80
294,170.3,80
295,170.5,75
296,170.7,75
297,170.9,75
298,171.2,75
299,171.4,75
300,171.6,75
301,171.8,75
302,172.1,75
303,172.3,75
304,172.4,75
305,172.7,75
306,172.9,75
307,173.1,75
308,173.4,75
309,173.6,75
310,173.7,75
311,173.9,75
312,174.1,75
313,174.3,75
314,174.4,75
