Time,bean_temp,gas_setting
0,221.1,20
1,215.1,20
2,206.1,20
3,196.2,20
4,182.7,20
5,172.1,20
6,163.8,20
7,153.4,20
8,144.5,20
9,138.0,20
10,130.6,20
11,123.9,20
12,118.5,20
13,113.7,20
14,108.2,20
15,105.0,20
16,100.6,20
17,96.6,20
18,94.1,20
19,90.9,20
20,87.6,20
21,85.1,20
22,83.0,20
23,80.4,20
24,78.4,20
25,76.9,95
26,75.4,95
27,74.0,95
28,73.0,95
29,72.2,95
30,71.2,95
31,70.6,95
32,70.1,95
33,69.6,95
34,69.2,95
35,69.0,95
36,68.9,95
37,68.8,95
38,68.9,95
39,69.0,95
40,69.1,95
41,69.3,95
42,69.5,95
43,69.8,95
44,70.1,95
45,70.5,95
46,70.9,95
47,71.3,95
48,71.6,95
49,72.1,95
50,72.6,95
51,72.9,95
52,73.6,95
53,74.2,95
54,74.7,95
55,75.3,95
56,75.9,95
57,76.4,95
58,77.0,95
59,77.7,95
60,78.3,95
61,78.8,95
62,79.4,95
63,80.1,95
64,80.6,95
65,81.3,95
66,81.9,95
67,82.4,95
68,83.1,95
69,83.8,95
70,84.4,95
71,84.9,95
72,85.7,95
73,86.1,95
74,86.9,95
75,87.6,95
76,88.3,95
77,88.9,95
78,89.7,95
79,90.3,95
80,90.8,95
81,91.6,95
82,92.2,95
83,92.7,95
84,93.4,95
85,93.9,95
86,94.6,95
87,95.2,95
88,96.1,95
89,96.7,95
90,97.2,95
91,97.9,95
92,98.6,95
93,99.1,95
94,99.8,95
95,100.4,95
96,100.9,95
97,101.6,95
98,102.3,95
99,102.9,95
100,103.4,95
101,104.1,95
102,104.4,95
103,105.2,95
104,105.9,95
105,106.5,95
106,107.1,95
107,107.7,95
108,108.3,95
109,108.8,95
110,109.6,95
111,110.1,95
112,110.6,95
113,111.2,95
114,111.8,95
115,112.3,95
116,112.8,90
117,113.4,90
118,114.0,90
119,114.4,90
120,115.1,90
121,115.6,90
122,116.0,90
123,116.6,90
124,117.2,90
125,117.7,90
126,118.2,90
127,118.8,90
128,119.3,90
129,119.8,90
130,120.3,90
131,120.7,90
132,121.3,90
133,121.9,90
134,122.4,90
135,122.9,90
136,123.4,90
137,123.9,90
138,124.3,90
139,124.9,90
140,125.4,90
141,125.7,90
142,126.2,90
143,126.7,90
144,127.2,90
145,127.6,90
146,128.2,90
147,128.6,90
148,129.0,90
149,129.5,90
150,130.0,90
151,130.3,90
152,130.9,90
153,131.3,90
154,131.7,90
155,132.2,90
156,132.6,90
157,133.0,90
158,133.3,90
159,133.8,90
160,134.2,90
161,134.7,90
162,135.1,90
163,135.6,90
164,135.9,90
165,136.4,90
166,136.8,90
167,137.1,90
168,137.6,90
169,138.1,90
170,138.4,90
171,138.8,90
172,139.2,90
173,139.6,90
174,139.9,90
175,140.4,90
176,140.8,90
177,141.1,90
178,141.5,90
179,141.9,90
180,142.2,90
181,142.7,90
182,143.1,90
183,143.4,90
184,143.7,90
185,144.1,90
186,144.4,90
187,144.8,90
188,145.3,90
189,145.6,90
190,145.9,90
191,146.4,90
192,146.7,90
193,147.1,90
194,147.5,90
195,147.8,90
196,148.1,90
197,148.5,90
198,148.8,90
199,149.2,90
200,149.5,90
201,149.9,90
202,150.2,90
203,150.6,90
204,150.9,90
205,151.3,90
206,151.6,90
207,151.9,90
208,152.3,90
209,152.6,90
210,152.9,90
211,153.3,90
212,153.6,90
213,153.9,90
214,154.3,90
215,154.6,90
216,154.9,90
217,155.3,90
218,155.5,90
219,155.9,90
220,156.3,90
221,156.6,90
222,156.8,90
223,157.1,90
224,157.4,90
225,157.7,90
226,158.1,90
227,158.4,90
228,158.7,90
229,158.9,90
230,159.3,85
231,159.6,80
232,159.8,80
233,160.2,80
234,160.4,80
235,160.7,80
236,161.1,80
237,161.3,80
238,161.5,80
239,161.8,80
240,162.2,80
241,162.4,80
242,162.7,80
243,162.9,80
244,163.2,80
245,163.4,80
246,163.7,80
247,163.9,80
248,164.2,80
249,164.6,80
250,164.8,80
251,164.9,80
252,165.2,80
253,165.5,80
254,165.7,80
255,166.0,80
256,166.2,80
257,166.4,80
258,166.7,80
259,167.0,80
260,167.2,80
261,167.4,80
262,167.7,80
263,167.9,80
264,168.1,80
265,168.4,80
266,168.7,80
267,168.9,80
268,169.2,80
269,169.4,80
270,169.7,80
271,169.9,80
272,170.2,80
273,170.4,80
274,170.6,80
275,170.9,80
276,171.1,80
277,171.3,80
278,171.6,80
279,171.8,80
280,172.0,80
281,172.3,80
282,172.5,80
283,172.7,80
284,172.9,80
285,173.2,80
286,173.4,80
287,173.7,80
288,173.9,80
289,174.1,80
290,174.3,80
291,174.6,80
292,174.8,80
293,175.0,80
294,175.2,80
295,175.4,80
296,175.7,80
297,175.9,70
298,176.2,70
299,176.3,70
300,176.6,70
301,176.8,70
302,177.1,70
303,177.2,70
304,177.5,70
305,177.7,70
306,177.9,70
307,178.2,70
308,178.4,70
309,178.6,70
310,178.8,70
311,179.0,70
312,179.2,70
313,179.4,70
314,179.6,70
315,179.7,70
316,179.9,70
317,180.1,70
318,180.2,70
319,180.4,70
320,180.6,70
321,180.8,70
322,180.9,70
323,181.2,70
324,181.3,70
325,181.4,70
326,181.7,70
327,181.8,70
328,182.0,70
329,182.2,70
330,182.4,70
331,182.6,70
332,182.7,70
333,182.9,70
334,183.1,70
335,183.3,70
336,183.5,70
337,183.7,70
338,183.8,70
339,184.1,70
340,184.2,70
341,184.4,70
342,184.6,70
343,184.8,70
344,184.9,70
345,185.1,70
346,185.3,70
347,185.4,70
348,185.7,70
349,185.9,70
350,186.1,70
351,186.2,70
352,186.4,70
353,186.6,70
354,186.8,70
355,186.9,70
356,187.2,70
357,187.3,70
358,187.5,70
359,187.7,70
360,187.8,70
361,188.0,70
362,188.2,70
363,188.3,70
364,188.6,70
365,188.8,70
366,189.0,70
367,189.2,59
368,189.3,59
369,189.5,59
370,189.7,59
371,189.8,59
372,190.0,59
373,190.1,59
374,190.3,59
375,190.4,59
376,190.6,59
377,190.8,59
378,190.9,59
379,191.1,59
380,191.2,59
381,191.3,59
382,191.5,59
383,191.6,59
384,191.8,59
385,191.9,59
386,192.1,59
387,192.2,59
388,192.4,59
389,192.6,59
390,192.7,59
391,192.8,59
392,192.9,59
393,193.2,59
394,193.3,59
395,193.4,59
396,193.6,59
397,193.7,59
398,193.9,55
399,193.9,55
400,194.1,55
401,194.3,55
402,194.4,55
403,194.6,55
404,194.7,55
405,194.8,55
406,194.9,55
407,195.1,55
408,195.2,55
409,195.3,55
410,195.5,55
411,195.6,55
412,195.7,50
413,195.9,50
414,196.1,50
415,196.2,50
416,196.3,50
417,196.4,50
418,196.6,50
419,196.7,50
420,196.8,50
421,196.9,50
422,197.1,50
423,197.2,50
424,197.3,50
425,197.4,50
426,197.6,50
427,197.7,50
428,197.8,50
429,198.0,50
430,198.1,50
431,198.2,50
432,198.3,50
433,198.4,50
434,198.5,50
435,198.6,50
436,198.8,50
437,198.9,50
438,198.9,50
439,199.1,50
440,199.2,50
441,199.3,50
442,199.5,50
443,199.6,50
444,199.7,50
445,199.8,50
446,199.9,50
447,200.1,50
448,200.2,50
449,200.3,44
450,200.4,44
451,200.6,40
452,200.8,40
453,200.9,40
454,201.0,40
455,201.2,40
456,201.3,40
457,201.4,40
458,201.6,40
459,201.7,40
460,201.8,40
461,201.9,40
462,202.0,40
463,202.1,40
464,202.2,40
465,202.3,40
466,202.4,40
467,202.4,40
468,202.6,40
469,202.7,40
470,202.8,40
471,202.9,40
472,203.0,40
473,203.1,40
474,203.2,40
475,203.3,40
476,203.4,40
477,203.6,40
478,203.7,40
479,203.8,40
480,204.0,40
481,204.1,40
482,204.2,40
483,204.3,40
484,204.4,40
485,204.6,40
486,204.6,30
487,204.7,30
488,204.8,30
489,204.9,30
490,205.0,30
491,205.1,30
492,205.2,30
493,205.3,30
494,205.4,30
495,205.6,30
496,205.6,30
497,205.7,30
498,205.8,30
499,205.8,30
