Time,bean_temp,gas_setting
0,204.9,20
1,204.1,20
2,197.3,20
3,190.1,20
4,177.7,20
5,167.0,20
6,158.6,20
7,150.0,20
8,140.8,20
9,134.0,20
10,127.7,20
11,120.9,20
12,115.3,20
13,111.3,20
14,105.6,20
15,101.2,20
16,98.5,20
17,94.2,20
18,90.9,20
19,88.4,20
20,85.3,20
21,82.7,20
22,80.9,20
23,78.7,20
24,76.8,20
25,75.3,20
26,74.0,95
27,72.7,95
28,71.7,95
29,70.9,95
30,70.1,95
31,69.4,95
32,69.1,95
33,68.6,95
34,68.2,95
35,68.0,95
36,67.8,95
37,67.7,95
38,67.7,95
39,67.7,95
40,67.7,95
41,67.8,95
42,67.9,95
43,68.1,95
44,68.3,95
45,68.6,95
46,68.9,95
47,69.2,95
48,69.5,95
49,70.0,95
50,70.5,95
51,70.8,95
52,71.3,95
53,71.9,95
54,72.3,95
55,72.8,95
56,73.4,95
57,73.8,95
58,74.3,95
59,74.8,95
60,75.4,95
61,75.7,95
62,76.4,95
63,76.9,95
64,77.3,95
65,77.8,95
66,78.5,95
67,79.0,95
68,79.4,95
69,80.1,95
70,80.7,95
71,81.2,95
72,81.9,95
73,82.4,95
74,82.8,95
75,83.4,95
76,84.1,95
77,84.5,95
78,85.2,95
79,85.8,95
80,86.2,95
81,86.9,95
82,87.5,95
83,87.9,95
84,88.5,95
85,89.1,95
86,89.6,95
87,90.1,95
88,90.7,95
89,91.3,95
90,91.8,95
91,92.4,95
92,93.0,95
93,93.4,95
94,94.1,95
95,94.7,95
96,95.2,95
97,95.7,95
98,96.3,95
99,96.9,95
100,97.3,95
101,97.9,95
102,98.5,95
103,98.9,95
104,99.6,95
105,100.2,95
106,100.7,95
107,101.3,95
108,101.8,95
109,102.1,95
110,102.7,95
111,103.2,95
112,103.7,95
113,104.2,95
114,104.7,95
115,105.2,95
116,105.7,95
117,106.2,95
118,106.7,95
119,107.1,95
120,107.7,95
121,108.2,95
122,108.5,95
123,109.1,95
124,109.7,95
125,110.1,95
126,110.6,95
127,111.2,95
128,111.6,95
129,112.1,95
130,112.6,95
131,112.9,95
132,113.3,95
133,113.9,95
134,114.4,95
135,114.8,95
136,115.3,95
137,115.7,95
138,116.1,95
139,116.6,95
140,117.0,95
141,117.4,95
142,117.8,95
143,118.3,95
144,118.7,95
145,119.2,95
146,119.7,95
147,120.1,95
148,120.5,95
149,121.0,95
150,121.4,95
151,121.8,95
152,122.2,95
153,122.7,95
154,123.0,95
155,123.4,95
156,123.8,95
157,124.3,95
158,124.6,95
159,125.1,95
160,125.5,95
161,125.9,95
162,126.4,95
163,126.8,95
164,127.2,95
165,127.7,95
166,128.0,95
167,128.3,95
168,128.8,95
169,129.2,95
170,129.4,95
171,129.9,95
172,130.3,95
173,130.7,95
174,131.1,95
175,131.5,95
176,131.9,95
177,132.2,95
178,132.7,95
179,133.1,95
180,133.4,95
181,133.8,95
182,134.2,95
183,134.5,95
184,134.8,95
185,135.2,95
186,135.5,95
187,135.8,95
188,136.2,95
189,136.6,95
190,136.8,95
191,137.3,95
192,137.6,95
193,137.9,95
194,138.4,95
195,138.7,95
196,139.1,95
197,139.5,95
198,139.8,95
199,140.2,95
200,140.5,95
201,140.8,95
202,141.1,95
203,141.5,95
204,141.9,95
205,142.2,95
206,142.4,95
207,142.9,95
208,143.2,95
209,143.4,95
210,143.8,95
211,144.2,90
212,144.4,90
213,144.8,90
214,145.2,90
215,145.4,90
216,145.8,90
217,146.1,90
218,146.4,90
219,146.6,90
220,147.0,90
221,147.3,90
222,147.6,90
223,147.9,90
224,148.2,90
225,148.4,90
226,148.7,90
227,149.0,90
228,149.2,90
229,149.6,90
230,149.8,90
231,150.1,90
232,150.4,90
233,150.7,90
234,150.9,90
235,151.2,90
236,151.4,90
237,151.7,90
238,152.0,90
239,152.3,90
240,152.6,90
241,152.8,90
242,153.1,90
243,153.4,90
244,153.7,90
245,153.9,90
246,154.2,90
247,154.4,90
248,154.6,90
249,154.9,90
250,155.1,90
251,155.4,90
252,155.7,90
253,156.0,90
254,156.3,90
255,156.5,90
256,156.8,90
257,156.9,90
258,157.3,90
259,157.6,90
260,157.7,90
261,158.0,90
262,158.3,90
263,158.5,90
264,158.7,90
265,159.0,90
266,159.3,90
267,159.5,90
268,159.8,90
269,160.1,90
270,160.2,90
271,160.5,90
272,160.7,90
273,160.9,90
274,161.2,90
275,161.5,90
276,161.7,90
277,161.9,90
278,162.2,90
279,162.4,90
280,162.7,90
281,162.9,90
282,163.2,90
283,163.4,90
284,163.7,90
285,163.9,90
286,164.1,90
287,164.3,90
288,164.6,90
289,164.8,90
290,165.1,90
291,165.4,90
292,165.6,90
293,165.8,90
294,166.1,90
295,166.3,90
296,166.6,90
297,166.8,90
298,167.1,90
299,167.2,90
300,167.5,90
301,167.7,90
302,167.9,90
303,168.1,90
304,168.3,90
305,168.6,90
306,168.8,90
307,169.0,90
308,169.2,90
309,169.4,90
310,169.7,90
311,169.9,90
312,170.1,90
313,170.3,90
314,170.6,90
315,170.7,90
316,171.0,90
317,171.3,90
318,171.4,90
319,171.7,90
320,171.9,90
321,172.2,90
322,172.4,90
323,172.7,90
324,172.9,90
325,173.1,90
326,173.3,90
327,173.5,90
328,173.7,85
329,174.0,85
330,174.2,85
331,174.4,85
332,174.6,85
333,174.8,85
334,175.0,85
335,175.2,85
336,175.4,85
337,175.6,85
338,175.8,85
339,176.1,85
340,176.2,85
341,176.4,85
342,176.6,85
343,176.8,85
344,177.1,85
345,177.3,85
346,177.4,85
347,177.6,85
348,177.8,80
349,178.1,80
350,178.2,80
351,178.4,80
352,178.6,80
353,178.8,80
354,178.9,80
355,179.2,80
356,179.3,80
357,179.5,80
358,179.7,80
359,179.9,80
360,180.1,80
361,180.2,80
362,180.4,80
363,180.6,80
364,180.8,80
365,180.9,80
366,181.1,80
367,181.3,80
368,181.5,80
369,181.7,80
370,181.8,80
371,182.0,80
372,182.2,80
373,182.3,80
374,182.6,80
375,182.7,80
376,182.8,80
377,183.1,80
378,183.3,80
379,183.4,80
380,183.7,80
381,183.9,80
382,184.0,80
383,184.2,80
384,184.4,80
385,184.6,80
386,184.7,80
387,184.8,80
388,185.1,80
389,185.2,80
390,185.4,80
391,185.6,80
392,185.7,80
393,185.9,80
394,186.1,80
395,186.3,80
396,186.4,80
397,186.6,80
398,186.8,80
399,187.0,80
400,187.2,80
401,187.3,80
402,187.4,80
403,187.7,80
404,187.8,80
405,187.9,80
406,188.2,80
407,188.4,80
408,188.5,80
409,188.7,80
410,188.9,80
411,189.0,80
412,189.2,80
413,189.4,80
414,189.5,80
415,189.7,80
416,189.9,80
417,190.1,80
418,190.2,70
419,190.4,70
420,190.6,70
421,190.7,70
422,190.9,70
423,191.1,70
424,191.2,70
425,191.4,70
426,191.6,70
427,191.7,70
428,191.9,70
429,192.1,70
430,192.2,70
431,192.3,70
432,192.5,70
433,192.6,70
434,192.8,70
435,192.9,70
436,193.1,70
437,193.2,70
438,193.3,70
439,193.5,70
440,193.7,70
441,193.8,70
442,193.9,70
443,194.1,70
444,194.3,70
445,194.4,70
446,194.6,70
447,194.7,70
448,194.9,70
449,195.1,70
450,195.2,60
451,195.3,60
452,195.4,60
453,195.6,60
454,195.8,60
455,195.9,60
456,196.1,60
457,196.2,60
458,196.3,60
459,196.4,60
460,196.6,60
461,196.7,60
462,196.8,60
463,196.9,60
464,197.1,60
465,197.2,60
466,197.3,60
467,197.4,60
468,197.6,60
469,197.7,60
470,197.8,60
471,197.9,60
472,198.1,60
