Time,bean_temp,gas_setting
0,206.8,20
1,202.7,20
2,198.1,20
3,185.9,20
4,174.9,20
5,165.4,20
6,154.1,20
7,145.6,20
8,139.1,20
9,130.4,20
10,123.7,20
11,118.4,20
12,113.0,20
13,107.6,20
14,103.6,20
15,99.7,20
16,95.6,20
17,92.2,20
18,89.6,20
19,86.3,20
20,83.7,20
21,81.7,20
22,79.3,20
23,77.4,20
24,76.0,20
25,74.5,95
26,73.1,95
27,71.9,95
28,71.0,95
29,70.0,95
30,69.2,95
31,68.7,95
32,68.2,95
33,67.9,95
34,67.6,95
35,67.4,95
36,67.2,95
37,67.2,95
38,67.2,95
39,67.3,95
40,67.3,95
41,67.4,95
42,67.7,95
43,67.9,95
44,68.1,95
45,68.4,95
46,68.7,95
47,68.9,95
48,69.4,95
49,69.8,95
50,70.1,95
51,70.6,95
52,71.0,95
53,71.4,95
54,71.9,95
55,72.5,95
56,72.9,95
57,73.4,95
58,74.0,95
59,74.5,95
60,74.9,95
61,75.6,95
62,76.1,95
63,76.6,95
64,77.2,95
65,77.8,95
66,78.3,95
67,78.9,95
68,79.4,95
69,79.8,95
70,80.4,95
71,81.1,95
72,81.6,95
73,82.2,95
74,82.8,95
75,83.3,95
76,83.8,95
77,84.4,95
78,84.9,95
79,85.4,95
80,86.1,95
81,86.7,95
82,87.2,95
83,87.8,95
84,88.4,95
85,88.8,95
86,89.4,95
87,90.1,95
88,90.7,95
89,91.1,95
90,91.8,95
91,92.4,95
92,92.9,95
93,93.6,95
94,94.1,95
95,94.5,95
96,95.1,95
97,95.7,95
98,96.1,95
99,96.8,95
100,97.3,95
101,97.8,95
102,98.3,95
103,98.9,95
104,99.3,95
105,99.8,95
106,100.4,95
107,100.9,95
108,101.3,95
109,101.9,95
110,102.4,95
111,102.8,95
112,103.4,95
113,103.9,95
114,104.3,95
115,104.8,95
116,105.4,95
117,105.9,95
118,106.3,95
119,106.8,95
120,107.3,95
121,107.8,95
122,108.3,95
123,108.8,95
124,109.2,95
125,109.8,95
126,110.2,95
127,110.6,95
128,111.2,95
129,111.7,95
130,112.1,95
131,112.6,95
132,113.1,95
133,113.4,95
134,113.8,95
135,114.4,95
136,114.8,95
137,115.2,95
138,115.8,95
139,116.2,95
140,116.6,95
141,117.0,95
142,117.4,95
143,117.8,95
144,118.2,95
145,118.7,95
146,119.1,95
147,119.5,95
148,119.9,95
149,120.3,95
150,120.8,95
151,121.3,95
152,121.7,95
153,122.1,95
154,122.6,95
155,123.0,95
156,123.3,95
157,123.8,95
158,124.1,95
159,124.4,95
160,124.8,95
161,125.3,95
162,125.7,95
163,126.1,95
164,126.6,95
165,126.9,95
166,127.2,95
167,127.6,95
168,128.1,95
169,128.3,95
170,128.8,95
171,129.3,95
172,129.6,95
173,130.0,95
174,130.4,95
175,130.7,95
176,131.1,95
177,131.5,95
178,131.9,95
179,132.2,95
180,132.7,95
181,133.0,95
182,133.3,95
183,133.7,95
184,134.0,95
185,134.3,95
186,134.7,95
187,135.1,95
188,135.4,95
189,135.8,95
190,136.2,95
191,136.5,95
192,136.9,95
193,137.3,95
194,137.7,95
195,137.9,95
196,138.4,95
197,138.7,95
198,139.0,95
199,139.3,95
200,139.7,95
201,139.9,95
202,140.3,95
203,140.6,95
204,140.9,95
205,141.2,95
206,141.6,95
207,141.8,95
208,142.2,95
209,142.6,95
210,142.8,95
211,143.1,95
212,143.4,95
213,143.7,95
214,144.1,95
215,144.4,95
216,144.8,95
217,145.1,95
218,145.4,95
219,145.7,95
220,145.9,95
221,146.3,95
222,146.6,95
223,146.8,95
224,147.1,95
225,147.5,95
226,147.8,95
227,148.1,95
228,148.4,95
229,148.7,95
230,148.9,95
231,149.2,95
232,149.5,95
233,149.7,95
234,150.0,95
235,150.3,95
236,150.6,95
237,150.8,95
238,151.2,95
239,151.4,95
240,151.7,95
241,152.0,95
242,152.2,95
243,152.4,95
244,152.8,95
245,153.1,95
246,153.3,95
247,153.6,95
248,153.9,95
249,154.2,95
250,154.4,95
251,154.7,95
252,154.9,95
253,155.2,95
254,155.5,95
255,155.7,95
256,155.9,95
257,156.3,95
258,156.6,95
259,156.8,95
260,157.1,95
261,157.3,95
262,157.5,95
263,157.8,95
264,158.1,95
265,158.3,95
266,158.6,95
267,158.8,95
268,159.1,95
269,159.3,95
270,159.6,95
271,159.8,95
272,160.0,95
273,160.3,95
274,160.6,95
275,160.8,95
276,161.1,95
277,161.3,95
278,161.6,95
279,161.8,95
280,162.1,95
281,162.4,95
282,162.6,95
283,162.9,95
284,163.1,95
285,163.3,95
286,163.7,95
287,163.9,95
288,164.1,95
289,164.4,95
290,164.7,95
291,164.8,95
292,165.1,95
293,165.3,95
294,165.6,95
295,165.8,95
296,166.1,95
297,166.3,95
298,166.6,95
299,166.8,95
300,167.1,95
301,167.3,95
302,167.6,95
303,167.8,95
304,168.0,95
305,168.3,95
306,168.5,95
307,168.7,90
308,168.9,90
309,169.2,90
310,169.4,90
311,169.7,90
312,169.9,90
313,170.1,90
314,170.3,90
315,170.6,90
316,170.7,90
317,170.9,90
318,171.1,90
319,171.3,90
320,171.5,90
321,171.7,90
322,172.0,90
323,172.2,90
324,172.4,90
325,172.7,90
326,172.8,90
327,173.1,90
328,173.3,90
329,173.4,90
330,173.6,90
331,173.8,90
332,174.0,90
333,174.2,90
334,174.4,90
335,174.7,90
336,174.9,90
337,175.1,90
338,175.3,90
339,175.6,90
340,175.8,90
341,176.1,90
342,176.2,85
343,176.4,85
344,176.6,85
345,176.8,85
346,176.9,85
347,177.1,85
348,177.3,85
349,177.4,85
350,177.7,85
351,177.9,85
352,178.1,85
353,178.3,85
354,178.6,85
355,178.7,85
356,179.0,85
357,179.2,85
358,179.3,85
359,179.5,85
360,179.7,85
361,179.9,85
362,180.1,85
363,180.2,85
364,180.4,85
365,180.6,85
366,180.8,85
