Time,bean_temp,gas_setting
0,205.9,20
1,200.8,20
2,194.2,20
3,182.7,20
4,171.6,20
5,162.7,20
6,154.1,20
7,144.7,20
8,137.7,20
9,131.6,20
10,124.9,20
11,119.3,20
12,113.8,20
13,108.0,20
14,103.8,20
15,100.1,20
16,95.8,20
17,92.2,37
18,89.7,37
19,86.3,37
20,83.8,37
21,81.8,37
22,79.7,37
23,77.6,37
24,76.1,95
25,74.6,95
26,72.9,95
27,71.9,95
28,70.9,95
29,69.8,95
30,69.1,95
31,68.6,95
32,67.9,95
33,67.5,95
34,67.2,95
35,67.0,95
36,66.9,95
37,66.8,95
38,66.8,95
39,66.9,95
40,66.9,95
41,67.1,95
42,67.3,95
43,67.6,95
44,67.8,95
45,68.1,95
46,68.4,95
47,68.7,95
48,69.2,95
49,69.7,95
50,70.0,95
51,70.5,95
52,71.0,95
53,71.4,95
54,71.8,95
55,72.4,95
56,72.9,95
57,73.4,95
58,74.0,95
59,74.5,95
60,74.9,95
61,75.5,95
62,76.1,95
63,76.6,95
64,77.1,95
65,77.7,95
66,78.3,95
67,78.8,95
68,79.4,95
69,79.9,95
70,80.6,95
71,81.3,95
72,81.8,95
73,82.3,95
74,83.1,95
75,83.7,95
76,84.1,95
77,84.9,95
78,85.5,95
79,86.0,95
80,86.6,95
81,87.2,95
82,87.7,95
83,88.3,95
84,88.9,95
85,89.5,95
86,89.9,95
87,90.7,95
88,91.2,95
89,91.7,95
90,92.4,95
91,93.0,95
92,93.4,95
93,94.1,95
94,94.6,95
95,95.2,95
96,95.7,95
97,96.3,95
98,96.8,95
99,97.4,95
100,97.9,95
101,98.5,95
102,99.0,95
103,99.6,95
104,100.2,95
105,100.7,95
106,101.3,95
107,101.8,95
108,102.2,95
109,102.8,95
110,103.4,95
111,103.8,95
112,104.3,95
113,104.9,95
114,105.4,95
115,105.9,95
116,106.5,95
117,107.0,95
118,107.4,95
119,107.9,95
120,108.4,95
121,108.8,95
122,109.3,95
123,109.8,95
124,110.3,95
125,110.8,95
126,111.3,95
127,111.8,95
128,112.3,95
129,112.8,95
130,113.2,95
131,113.6,95
132,114.2,95
133,114.6,95
134,115.0,95
135,115.5,95
136,115.9,95
137,116.3,95
138,116.8,95
139,117.3,95
140,117.7,95
141,118.1,95
142,118.6,95
143,119.0,95
144,119.4,95
145,119.9,95
146,120.4,95
147,120.7,95
