Time,bean_temp,gas_setting
0,212.3,20
1,210.7,20
2,207.8,20
3,195.4,20
4,183.9,20
5,175.6,20
6,163.3,20
7,153.6,20
8,146.1,20
9,137.9,20
10,130.0,20
11,124.2,20
12,118.6,20
13,112.4,20
14,107.7,20
15,104.1,20
16,99.4,20
17,96.3,20
18,93.1,20
19,89.6,20
20,87.1,20
21,84.8,20
22,82.4,20
23,80.4,20
24,78.8,20
25,77.1,90
26,75.6,90
27,74.3,90
28,73.2,90
29,72.2,90
30,71.3,90
31,70.7,90
32,69.9,90
33,69.6,90
34,69.3,90
35,68.9,90
36,68.9,90
37,68.9,90
38,68.9,90
39,69.0,90
40,69.1,90
41,69.3,90
42,69.6,90
43,69.8,90
44,70.1,90
45,70.4,90
46,70.7,90
47,71.1,90
48,71.6,90
49,72.1,90
50,72.4,90
51,72.9,90
52,73.4,90
53,73.8,90
54,74.3,90
55,74.8,90
56,75.2,90
57,75.7,90
58,76.2,90
59,76.7,90
60,77.1,90
61,77.8,90
62,78.3,90
63,78.7,90
64,79.3,90
65,79.9,90
66,80.3,90
67,81.0,90
68,81.6,90
69,82.1,90
70,82.7,90
71,83.2,90
72,83.7,90
73,84.2,90
74,84.8,90
75,85.2,90
76,85.8,90
77,86.4,90
78,86.9,90
79,87.4,90
80,88.1,90
81,88.6,90
82,89.0,90
83,89.7,90
84,90.3,90
85,90.7,90
86,91.3,90
87,91.9,90
88,92.4,90
89,92.9,90
90,93.6,90
91,94.1,90
92,94.6,90
93,95.3,90
94,95.9,90
95,96.4,90
96,97.0,90
97,97.6,90
98,98.1,90
99,98.5,90
100,99.1,90
101,99.6,90
102,100.1,90
103,100.7,90
104,101.1,90
105,101.7,90
106,102.4,90
107,102.8,90
108,103.3,90
109,103.9,90
110,104.4,90
111,104.8,90
112,105.4,90
113,105.9,90
114,106.3,90
115,106.8,90
116,107.3,90
117,107.8,90
118,108.3,90
119,108.8,90
120,109.3,90
121,109.7,90
122,110.3,90
123,110.7,90
124,111.1,90
125,111.7,90
126,112.2,90
127,112.6,90
128,113.1,90
129,113.7,90
130,114.1,90
131,114.5,90
132,115.1,90
133,115.4,90
134,115.9,90
135,116.4,90
136,116.9,90
137,117.3,90
138,117.9,90
139,118.3,90
140,118.7,90
141,119.2,90
142,119.6,90
143,119.9,90
144,120.4,90
145,120.9,90
146,121.3,90
147,121.8,90
148,122.3,90
149,122.7,90
150,123.1,90
151,123.6,90
152,124.0,90
153,124.3,90
154,124.8,90
155,125.2,90
156,125.6,90
157,126.0,90
158,126.5,90
159,126.9,90
160,127.3,90
161,127.7,90
162,128.0,90
163,128.5,90
164,128.9,90
165,129.3,90
166,129.7,90
167,130.1,90
168,130.5,90
169,130.8,90
170,131.2,90
171,131.7,90
172,131.9,90
173,132.3,90
174,132.8,90
175,133.2,90
176,133.6,90
177,134.1,90
178,134.4,90
179,134.8,90
180,135.2,90
181,135.6,90
182,135.9,90
183,136.3,90
184,136.6,90
185,136.9,90
186,137.3,90
187,137.7,90
188,138.1,90
189,138.4,90
190,138.8,90
191,139.1,90
192,139.4,90
193,139.9,90
194,140.2,90
195,140.6,90
196,140.9,90
197,141.3,90
198,141.6,90
199,141.9,90
200,142.3,90
201,142.6,90
202,143.0,90
203,143.4,90
204,143.7,90
205,144.0,90
206,144.3,90
207,144.7,90
208,144.9,90
209,145.3,90
210,145.7,90
211,145.9,90
212,146.3,90
213,146.7,90
214,146.9,90
