Time,bean_temp,gas_setting
0,213.8,20
1,209.3,20
2,201.4,20
3,192.0,20
4,179.2,20
5,168.4,20
6,160.8,20
7,150.6,20
8,142.3,20
9,135.7,20
10,128.8,20
11,121.9,20
12,116.6,20
13,112.1,20
14,106.7,20
15,102.6,20
16,99.4,20
17,95.3,20
18,91.8,20
19,89.3,20
20,86.4,20
21,83.8,20
22,81.9,20
23,80.0,20
24,78.1,20
25,76.6,20
26,75.2,20
27,73.7,20
28,72.6,20
29,71.9,20
30,70.9,90
31,70.2,90
32,69.6,90
33,69.0,90
34,68.6,90
35,68.4,90
36,68.1,90
37,68.0,90
38,68.0,90
39,68.1,90
40,68.2,90
41,68.3,90
42,68.4,90
43,68.8,90
44,69.1,90
45,69.3,90
46,69.6,90
47,70.0,90
48,70.3,90
49,70.8,90
50,71.3,90
51,71.7,90
52,72.2,90
53,72.8,90
54,73.2,90
55,73.6,90
56,74.2,90
57,74.7,90
58,75.1,90
59,75.7,90
60,76.3,90
61,76.7,90
62,77.4,90
63,77.9,90
64,78.3,90
65,79.0,90
66,79.6,90
67,80.1,90
68,80.6,90
69,81.3,90
70,81.8,90
71,82.2,90
72,82.8,90
73,83.4,90
74,83.8,90
75,84.4,90
76,85.1,90
77,85.5,90
78,86.2,90
79,86.8,90
80,87.3,90
81,87.8,90
82,88.4,90
83,88.9,90
84,89.4,90
85,90.1,90
86,90.6,90
87,91.1,90
88,91.7,90
89,92.3,90
90,92.8,90
91,93.5,90
92,94.1,90
93,94.6,90
94,95.3,90
95,95.9,90
96,96.4,90
97,97.0,90
98,97.6,90
99,98.1,90
100,98.6,90
101,99.2,90
102,99.7,90
103,100.1,90
104,100.7,90
105,101.3,90
106,101.8,90
107,102.3,90
108,102.9,90
109,103.4,90
110,103.9,90
111,104.6,90
112,105.0,90
113,105.4,90
114,106.0,90
115,106.6,90
116,106.9,90
117,107.5,90
118,107.9,90
119,108.4,90
120,108.9,90
121,109.4,90
122,109.8,90
123,110.4,90
124,110.9,90
125,111.3,90
126,111.9,90
127,112.4,90
128,112.9,90
129,113.3,90
130,113.9,90
131,114.3,90
132,114.7,90
133,115.3,90
134,115.7,90
135,116.1,90
136,116.6,90
137,117.1,90
138,117.5,90
139,118.0,90
140,118.5,90
141,118.9,90
142,119.4,90
143,119.9,90
144,120.3,90
145,120.7,90
146,121.2,90
147,121.6,90
148,122.0,90
149,122.6,90
150,123.1,90
151,123.4,90
152,123.9,90
153,124.3,90
154,124.7,90
155,125.1,90
156,125.6,90
157,125.9,90
158,126.4,90
159,126.9,90
160,127.3,90
161,127.7,90
162,128.1,90
163,128.6,90
164,128.9,90
165,129.4,90
166,129.8,90
167,130.2,90
168,130.5,90
169,131.0,90
170,131.4,90
171,131.8,90
172,132.3,90
173,132.7,90
174,133.0,90
175,133.4,90
176,133.8,90
177,134.2,90
178,134.6,90
179,134.9,90
180,135.2,90
181,135.7,90
182,136.1,90
183,136.4,90
184,136.8,90
185,137.2,90
186,137.6,90
187,137.9,90
188,138.3,90
189,138.7,90
190,139.0,90
191,139.4,90
192,139.8,90
193,140.1,90
194,140.6,90
195,140.9,90
196,141.2,90
197,141.6,90
198,141.9,90
199,142.3,90
200,142.6,90
201,142.9,90
202,143.3,90
203,143.6,90
204,143.9,90
205,144.3,85
206,144.6,85
207,144.9,85
208,145.3,85
209,145.6,85
210,145.9,85
211,146.3,80
212,146.5,80
213,146.9,80
214,147.3,80
215,147.5,80
216,147.8,80
217,148.1,80
218,148.4,80
219,148.7,80
220,149.1,80
221,149.3,80
222,149.5,80
223,149.9,80
224,150.2,80
225,150.4,80
226,150.7,80
227,151.1,80
228,151.3,80
229,151.5,80
230,151.8,80
231,152.1,80
232,152.3,80
233,152.6,80
234,152.8,80
235,153.1,80
236,153.3,80
237,153.6,80
238,153.8,80
239,154.2,80
240,154.4,80
241,154.7,80
242,154.9,80
243,155.2,80
244,155.4,80
245,155.7,80
246,155.9,80
247,156.2,80
248,156.4,80
249,156.7,80
250,157.0,80
251,157.2,80
252,157.4,80
253,157.7,80
254,157.9,80
255,158.2,80
256,158.4,70
257,158.7,70
258,158.9,70
259,159.2,70
260,159.4,70
261,159.6,73
262,159.9,73
263,160.2,73
264,160.3,73
265,160.6,73
266,160.8,73
267,161.0,73
268,161.2,73
269,161.4,73
270,161.6,73
271,161.8,73
272,162.1,73
273,162.3,73
274,162.5,73
275,162.8,73
276,162.9,73
277,163.2,73
278,163.4,73
279,163.6,73
280,163.8,73
281,164.1,73
282,164.3,73
283,164.4,73
284,164.8,73
285,164.9,73
286,165.1,73
287,165.3,73
288,165.6,73
289,165.8,73
290,165.9,73
291,166.2,73
292,166.4,73
293,166.6,73
294,166.8,73
295,167.1,73
296,167.2,73
297,167.5,73
298,167.7,73
299,167.9,73
300,168.1,73
301,168.3,73
302,168.5,73
303,168.7,73
304,168.9,73
305,169.1,73
306,169.3,73
307,169.5,73
308,169.7,73
309,169.8,73
310,170.1,73
311,170.2,73
312,170.4,73
313,170.6,73
314,170.8,73
315,171.1,73
316,171.2,73
317,171.5,73
318,171.7,73
319,171.9,73
320,172.2,73
321,172.4,73
322,172.6,73
323,172.8,73
324,173.0,73
325,173.2,73
326,173.4,73
327,173.6,73
328,173.8,73
329,174.1,73
330,174.3,73
331,174.4,73
332,174.6,73
333,174.8,73
334,175.1,73
335,175.2,73
336,175.4,73
337,175.6,73
338,175.8,73
339,176.0,73
340,176.2,73
341,176.3,73
342,176.6,73
343,176.8,73
344,177.0,73
345,177.2,73
346,177.4,73
347,177.6,73
348,177.8,70
349,178.0,70
350,178.2,70
351,178.3,67
352,178.6,67
353,178.7,67
354,178.9,67
355,179.1,67
356,179.3,67
357,179.4,67
358,179.6,67
359,179.8,67
360,180.0,67
361,180.2,67
362,180.3,67
363,180.5,67
364,180.7,67
365,180.9,67
366,181.1,67
367,181.2,67
368,181.4,67
369,181.6,67
370,181.7,67
371,181.9,67
372,182.1,67
373,182.3,67
374,182.4,67
375,182.6,67
376,182.7,67
377,182.8,67
378,183.1,67
379,183.2,67
380,183.4,67
381,183.6,67
382,183.7,67
383,183.9,67
384,184.1,67
385,184.2,67
386,184.3,67
387,184.5,67
388,184.6,67
389,184.8,67
390,184.9,67
391,185.1,67
392,185.3,67
393,185.4,67
394,185.6,67
395,185.8,67
396,186.0,67
397,186.2,67
398,186.3,67
399,186.5,67
400,186.7,67
401,186.9,67
402,187.1,67
403,187.2,67
404,187.4,67
405,187.5,67
406,187.7,67
407,187.9,67
408,188.1,67
409,188.2,67
410,188.4,67
411,188.6,67
412,188.7,67
413,188.9,67
414,189.1,67
415,189.2,67
416,189.3,67
417,189.5,67
418,189.7,67
419,189.8,67
420,190.1,67
421,190.2,67
422,190.3,67
423,190.5,67
424,190.7,67
425,190.8,67
426,190.9,67
427,191.1,67
428,191.2,67
429,191.4,67
430,191.7,67
431,191.8,67
432,192.0,67
433,192.2,67
434,192.3,67
435,192.5,67
436,192.7,67
437,192.8,67
438,193.1,67
439,193.2,67
440,193.3,67
441,193.5,67
442,193.7,67
443,193.8,67
444,193.9,67
445,194.2,62
446,194.3,62
447,194.4,62
448,194.6,62
449,194.7,62
450,194.9,62
451,195.0,62
452,195.2,62
453,195.4,62
454,195.5,62
455,195.7,62
456,195.9,62
457,196.0,62
