Time,bean_temp,gas_setting
0,208.6,20
1,207.1,20
2,199.6,20
3,193.1,20
4,180.4,20
5,170.3,20
6,162.0,20
7,151.8,20
8,143.2,20
9,136.9,20
10,129.4,20
11,123.2,20
12,118.2,20
13,113.1,20
14,107.9,20
15,104.0,20
16,100.4,20
17,96.4,20
18,93.1,20
19,90.7,20
20,87.4,20
21,84.9,20
22,82.9,20
23,80.7,20
24,78.7,20
25,77.1,20
26,75.7,20
27,74.1,20
28,72.9,20
29,71.9,20
30,70.8,20
31,69.9,20
32,69.2,20
33,68.4,20
34,67.7,20
35,67.2,20
36,66.7,20
37,66.3,20
38,66.0,20
39,65.7,20
40,65.4,20
41,65.2,20
42,65.0,20
43,64.9,20
44,64.8,20
45,64.7,20
46,64.7,20
47,64.7,20
48,64.7,20
49,64.8,20
50,64.8,20
51,64.9,20
52,65.0,90
53,65.3,90
54,65.5,90
55,65.8,90
56,66.2,90
57,66.5,90
58,66.9,90
59,67.3,90
60,67.8,90
61,68.1,90
62,68.7,90
63,69.2,90
64,69.6,90
65,70.2,90
66,70.7,90
67,71.1,90
68,71.8,90
69,72.3,90
70,72.8,90
71,73.4,90
72,74.0,90
73,74.6,90
74,75.1,90
75,75.7,90
76,76.3,90
77,76.8,90
78,77.6,90
79,78.2,90
80,78.7,90
81,79.4,90
82,80.1,90
83,80.7,90
84,81.2,90
85,81.8,90
86,82.4,90
87,82.9,90
88,83.6,90
89,84.2,90
90,84.7,90
91,85.4,90
92,86.1,90
93,86.7,90
94,87.4,90
95,88.1,90
96,88.4,90
97,89.2,90
98,89.8,90
99,90.3,90
100,90.9,90
101,91.6,90
102,92.1,90
103,92.6,90
104,93.3,90
105,93.9,90
106,94.3,90
107,95.0,90
108,95.6,90
109,96.2,90
110,96.8,90
111,97.4,90
112,97.8,90
113,98.4,90
114,99.0,90
115,99.5,90
116,100.0,90
117,100.6,90
118,101.3,90
119,101.7,90
120,102.4,90
121,103.1,90
122,103.5,90
123,104.2,90
124,104.7,90
125,105.1,90
126,105.7,90
127,106.2,89
128,106.7,89
129,107.2,89
130,107.8,89
131,108.2,89
132,108.7,89
133,109.3,89
134,109.7,89
135,110.1,89
136,110.7,89
137,111.3,89
138,111.7,89
139,112.3,89
140,112.8,89
141,113.3,89
142,113.8,89
143,114.3,89
144,114.7,89
145,115.1,89
146,115.7,89
147,116.2,89
148,116.6,89
149,117.1,89
150,117.6,89
151,118.0,89
152,118.5,89
153,118.9,89
154,119.3,89
155,119.8,89
156,120.3,89
157,120.7,89
158,121.2,89
159,121.7,89
160,122.2,89
161,122.6,89
162,123.1,89
163,123.6,89
164,123.9,89
165,124.4,89
166,124.8,89
167,125.2,89
168,125.6,89
169,126.1,89
170,126.4,89
171,126.8,89
172,127.3,89
173,127.7,89
174,128.1,89
175,128.6,89
176,129.0,89
177,129.4,89
178,129.8,89
179,130.3,89
180,130.7,89
181,131.1,89
182,131.5,89
183,131.8,89
184,132.3,89
185,132.7,89
186,133.1,89
187,133.4,89
188,133.9,89
189,134.3,89
190,134.7,89
191,135.1,89
192,135.4,89
193,135.8,89
194,136.2,89
195,136.6,89
196,136.9,89
197,137.3,89
198,137.7,89
199,138.1,89
200,138.5,89
201,138.9,89
202,139.3,89
203,139.7,89
204,140.1,89
205,140.5,89
206,140.8,89
207,141.2,89
208,141.6,89
209,141.9,89
210,142.3,89
211,142.7,89
212,142.9,89
213,143.4,89
214,143.7,89
215,144.1,89
216,144.4,89
217,144.8,89
218,145.2,89
219,145.5,89
220,145.8,89
221,146.2,89
222,146.4,89
223,146.8,89
224,147.1,89
225,147.3,89
226,147.8,89
227,148.2,89
228,148.4,89
229,148.8,89
230,149.2,89
231,149.4,89
232,149.8,89
233,150.1,89
234,150.4,89
235,150.7,89
236,151.1,89
237,151.3,89
238,151.6,89
239,152.0,89
240,152.3,89
241,152.5,89
242,152.9,80
243,153.2,80
244,153.4,80
245,153.8,79
246,154.1,79
247,154.3,79
248,154.6,79
249,154.9,79
250,155.1,79
251,155.4,79
252,155.7,79
253,155.9,79
254,156.2,79
255,156.6,79
256,156.8,79
257,157.1,79
258,157.3,79
259,157.6,79
260,157.8,79
261,158.1,79
262,158.4,79
263,158.6,79
264,158.8,79
265,159.2,79
266,159.4,79
